FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LC_LA,LC_LO,RDNMADR_NM,LNM_ADDR,FCLTY_INFO_DC,LAST_UPDT_DE
불광온누리약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.6108952,126.92989,서울특별시 은평구 통일로 732,서울특별시 은평구 불광동 281-108,동물약국,20221130
불교중앙박물관,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.57389314,126.981882,서울특별시 종로구 우정국로 55,서울특별시 종로구 견지동 46-1,박물관,20221130
뷰티라인애견미용학원,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.60261233,126.934806,서울특별시 은평구 통일로 625,서울특별시 은평구 녹번동 42-24,애견미용학원,20221130
브라운동물병원,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.63987596,127.064284,서울특별시 노원구 동일로203가길 29,서울특별시 노원구 중계동 506,일반동물병원,20221130
브릭브릭,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.56686088,127.032404,서울특별시 성동구 마장로23길 6-12,서울특별시 성동구 홍익동 117,강아지용품,20221130
브이센터 더 라이브 뮤지엄,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.56539313,127.147715,서울특별시 강동구 아리수로61길 103,서울특별시 강동구 고덕동 402-6,박물관,20221130
브이아이피 동물의료센터,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.64783206,127.062343,서울특별시 노원구 동일로 1333,서울특별시 노원구 상계동 763-5,일반동물병원,20221130
브이케어,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.50472009,127.022474,서울특별시 서초구 강남대로79길 32,서울특별시 서초구 반포동 739-32,강아지용품,20221130
블라블라컴퍼니,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.56478488,126.924414,서울특별시 마포구 성미산로 165,서울특별시 마포구 연남동 223-107,"강아지용품, 온라인쇼핑몰 운영 회사",20221130
블라썸독,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.45822291,126.89371,서울특별시 금천구 벚꽃로 30,서울특별시 금천구 독산동 1150,강아지용품,20221130
블랑쉬,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.66230302,127.073582,서울특별시 노원구 한글비석로 396,서울특별시 노원구 상계동 173-1,강아지용품,20221130
블랙노우즈 카페,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.50079968,127.051008,서울특별시 강남구 선릉로 402,서울특별시 강남구 대치동 907-15,애견카페,20221130
블루레이,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.50622031,127.005052,서울특별시 서초구 신반포로 지하 200,서울특별시 서초구 잠원동 68-17,강아지용품,20221130
블루맘,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.53920298,126.870507,서울특별시 양천구 목동중앙로7길 51,서울특별시 양천구 목동 751-1,강아지의류,20221130
블루페블즈,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.55963488,126.832011,서울특별시 강서구 공항대로 219,서울특별시 강서구 마곡동 774-3,강아지용품,20221130
블리스독,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.52838924,127.037236,서울특별시 강남구 압구정로 326,서울특별시 강남구 신사동 660-2,강아지미용,20221130
블링블링하개,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.47600531,126.915538,서울특별시 관악구 난곡로43길 8,서울특별시 관악구 신림동 759-13,강아지미용,20221130
비글C 엔 M,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.48369797,127.121188,서울특별시 송파구 법원로 92,서울특별시 송파구 문정동 651-10,강아지용품,20221130
비바동물병원,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.47979316,126.942919,서울특별시 관악구 쑥고개로 57-1,서울특별시 관악구 봉천동 1563-6,일반동물병원,20221130
비비안나,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.62637736,127.027155,서울특별시 강북구 솔매로 136,서울특별시 강북구 미아동 121-5,반려동물 동반 일반미용실,20221130
비비안나더비욘드,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.50341866,127.09862,서울특별시 송파구 삼학사로14길 15,서울특별시 송파구 석촌동 12-14,강아지미용,20221130
비비앤독,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.54464113,127.089226,서울특별시 광진구 광나루로 538,서울특별시 광진구 구의동 230-1,강아지미용,20221130
비비펫 동물병원,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.60298412,127.042113,서울특별시 성북구 화랑로 91,서울특별시 성북구 하월곡동 16-7,일반동물병원,20221130
비쇼네 현대신촌점,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.55608306,126.935845,서울특별시 서대문구 신촌로 83,서울특별시 서대문구 창천동 30-33,강아지미용,20221130
비쇼네 IFC몰점,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.52517752,126.924877,서울특별시 영등포구 국제금융로 10,서울특별시 영등포구 여의도동 23,"강아지미용, 강아지분양",20221130
비아퍼시픽,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.4766658,126.975372,서울특별시 동작구 남부순환로 2039,서울특별시 동작구 사당동 1048-38,강아지용품,20221130
비엠스마일,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.50232702,127.044445,서울특별시 강남구 테헤란로44길 8,서울특별시 강남구 역삼동 706-19,유기동물 보호단체,20221130
비온뒤 숲속약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.55818188,126.90786,서울특별시 마포구 월드컵로 111,서울특별시 마포구 망원동 482-9,동물약국,20221130
비타민동물병원,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.47407111,126.966386,서울특별시 관악구 인헌6길 8,서울특별시 관악구 봉천동 1638-24,일반동물병원,20221130
비타민약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.54784269,126.941533,서울특별시 마포구 백범로 90,서울특별시 마포구 대흥동 272-2,동물약국,20221130
비타민약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.55573645,126.853887,서울특별시 강서구 공항대로 417,서울특별시 강서구 등촌동 656-57,동물약국,20221130
비타민약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.46239291,126.908834,서울특별시 금천구 독산로50길 84,서울특별시 금천구 시흥동 794-8,동물약국,20221130
비타약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.50613712,127.034077,서울특별시 강남구 논현로 561,서울특별시 강남구 역삼동 606-28,동물약국,20221130
비트플렉스약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.56144175,127.038394,서울특별시 성동구 왕십리광장로 17,서울특별시 성동구 행당동 168-151,동물약국,20221130
빈터커피바,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.52207063,127.021067,서울특별시 강남구 강남대로162길 41-22,서울특별시 강남구 신사동 524,애견카페,20221130
빌라드봉봉,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.5665905,127.024082,서울특별시 성동구 왕십리로 410,서울특별시 성동구 하왕십리동 1070,강아지용품,20221130
빙하기,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.554773,126.905412,서울특별시 마포구 포은로 86-1,서울특별시 마포구 망원동 400-19,애견카페,20221130
빛가온동물병원,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.67219268,127.04637,서울특별시 도봉구 마들로 695,서울특별시 도봉구 도봉동 623-103,일반동물병원,20221130
빛가온동물병원,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.58355239,126.949293,서울특별시 서대문구 통일로 375,서울특별시 서대문구 홍제동 90-67,일반동물병원,20221130
빛샘온누리약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.49514889,127.017636,서울특별시 서초구 서초대로 331,서울특별시 서초구 서초동 1689-1,동물약국,20221130
빨간문약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.54236276,126.839322,서울특별시 강서구 강서로 179,서울특별시 강서구 화곡동 1051-27,동물약국,20221130
빵댕이넷,반려동물업,반려의료,동물약국,서울특별시,도봉구,37.61465188,126.921329,서울특별시 은평구 통일로73길 30,서울특별시 은평구 대조동 205-28,강아지미용,20221130
빵댕잇,반려동물업,반려의료,동물약국,서울특별시,노원구,37.57646544,126.969439,서울특별시 종로구 자하문로1길 49-24,서울특별시 종로구 필운동 144-3,수제간식,20221130
빼꼼하우스,반려동물업,반려의료,동물약국,서울특별시,노원구,37.54700048,126.918232,서울특별시 마포구 독막로8길 15-6,서울특별시 마포구 합정동 355-12,애견카페,20221130
뽀그리멍,반려동물업,반려의료,동물약국,서울특별시,노원구,37.53139639,127.132626,서울특별시 강동구 성안로 90,서울특별시 강동구 성내동 407-31,강아지미용,20221130
뽀리앤쵸쵸,반려동물업,반려의료,동물약국,서울특별시,노원구,37.49238847,126.925359,서울특별시 동작구 보라매로5길 5,서울특별시 동작구 신대방동 706,강아지미용,20221130
뽀숑뽀숑,반려동물업,반려의료,동물약국,서울특별시,노원구,37.48815067,127.131863,서울특별시 송파구 송이로31길 4,서울특별시 송파구 문정동 116-6,강아지미용,20221130
뽐나개,반려동물업,반려의료,동물약국,서울특별시,노원구,37.50214309,127.100995,서울특별시 송파구 가락로5길 31-1,서울특별시 송파구 석촌동 245-20,"강아지미용, 예약제",20221130
쁘개 The 예쁘게 해줄개,반려동물업,반려의료,동물약국,서울특별시,노원구,37.65877296,127.039342,서울특별시 도봉구 방학로3길 95,서울특별시 도봉구 쌍문동 554,강아지미용,20221130
쁘띠몽시앙,반려동물업,반려의료,동물약국,서울특별시,노원구,37.65958772,127.067895,서울특별시 노원구 상계로9가길 43,서울특별시 노원구 상계동 389-403,강아지미용,20221130
사가정 약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.5810201,127.087678,서울특별시 중랑구 사가정로51길 3,서울특별시 중랑구 면목동 604-4,동물약국,20221130
사거리우리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.63215859,127.038354,서울특별시 강북구 한천로115길 15,서울특별시 강북구 번동 234-3,동물약국,20221130
사계절몽,반려동물업,반려의료,동물약국,서울특별시,노원구,37.58155743,127.015738,서울특별시 종로구 동망산길 47,서울특별시 종로구 숭인동 2-1,강아지미용,20221130
사당 13번 약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.47704924,126.982258,서울특별시 서초구 방배천로 5-3,서울특별시 서초구 방배동 445-5,동물약국,20221130
사당365약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.47594164,126.981163,서울특별시 관악구 과천대로 955,서울특별시 관악구 남현동 1060-11,동물약국,20221130
사당동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.47682329,126.976653,서울특별시 동작구 남부순환로 2051,서울특별시 동작구 사당동 1047-44,일반동물병원,20221130
사당역약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.47686327,126.981595,서울특별시 동작구 동작대로 지하 3,서울특별시 동작구 사당동 588-44,동물약국,20221130
사당프라자 약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.48330578,126.973243,서울특별시 동작구 사당로 230-1,서울특별시 동작구 사당동 265-59,동물약국,20221130
사랑나눔약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.55088318,127.143356,서울특별시 강동구 구천면로 403,서울특별시 강동구 명일동 312-90,동물약국,20221130
사랑더하기약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.54727169,127.143671,서울특별시 강동구 양재대로 1588,서울특별시 강동구 명일동 345-20,동물약국,20221130
사랑동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.6453756,127.015337,서울특별시 강북구 삼양로123길 6-12,서울특별시 강북구 수유동 319-12,일반동물병원,20221130
사랑동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.54117207,127.143038,서울특별시 강동구 천중로49길 4,서울특별시 강동구 길동 345-5,일반동물병원,20221130
사랑동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.49085189,126.893908,서울특별시 구로구 도림로 98,서울특별시 구로구 구로동 152-6,일반동물병원,20221130
사랑약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.65427253,127.061717,서울특별시 노원구 노해로 482,서울특별시 노원구 상계동 727,동물약국,20221130
사랑약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.60819029,126.956582,서울특별시 종로구 진흥로 432,서울특별시 종로구 구기동 110-1,동물약국,20221130
사랑약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.48542692,126.98114,서울특별시 동작구 사당로 303,서울특별시 동작구 사당동 147-76,동물약국,20221130
사랑약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.47615839,126.980383,서울특별시 관악구 남부순환로 2082-33,서울특별시 관악구 남현동 1060-3,동물약국,20221130
사랑온누리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.50837869,127.058532,서울특별시 강남구 삼성로92길 27,서울특별시 강남구 삼성동 158-14,동물약국,20221130
사랑의 동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.61995872,127.012851,서울특별시 강북구 솔샘로 184,서울특별시 강북구 미아동 1353-5,일반동물병원,20221130
사랑의동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.47482287,127.042174,서울특별시 서초구 마방로6길 18,서울특별시 서초구 양재동 257-2,일반동물병원,20221130
사랑의약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.50572512,127.002172,서울특별시 서초구 신반포로 165,서울특별시 서초구 잠원동 75-13,동물약국,20221130
사랑이있는동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.54927571,127.147747,서울특별시 강동구 구천면로 446,서울특별시 강동구 명일동 329-1,일반동물병원,20221130
사랑찬약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.4714704,126.982466,서울특별시 관악구 과천대로 909,서울특별시 관악구 남현동 612-51,동물약국,20221130
사랑플러스약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.49536487,127.05272,서울특별시 강남구 선릉로 225,서울특별시 강남구 도곡동 527-3,동물약국,20221130
사랑해똥깡아지,반려동물업,반려의료,동물약국,서울특별시,노원구,37.61598519,126.919761,서울특별시 은평구 연서로24길 10,서울특별시 은평구 대조동 218-26,강아지미용,20221130
사랑해요동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.65618486,127.027721,서울특별시 도봉구 시루봉로 59,서울특별시 도봉구 쌍문동 262-10,일반동물병원,20221130
사랑해줄개,반려동물업,반려의료,동물약국,서울특별시,노원구,37.67741777,127.044638,서울특별시 도봉구 도봉로 817,서울특별시 도봉구 도봉동 600-1,"강아지미용, 용품",20221130
사비나미술관,반려동물업,반려의료,동물약국,서울특별시,노원구,37.63012857,126.929276,서울특별시 은평구 진관1로 93,서울특별시 은평구 진관동 9999-2,미술관,20221130
사직커피,반려동물업,반려의료,동물약국,서울특별시,노원구,37.5738226,126.965057,서울특별시 종로구 사직로 49-4,서울특별시 종로구 사직동 303,애견카페,20221130
산들약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.55525285,127.140347,서울특별시 강동구 고덕로 133,서울특별시 강동구 암사동 414-18,동물약국,20221130
산소망약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.55883594,126.845649,서울특별시 강서구 화곡로63길 133,서울특별시 강서구 등촌동 663-3,동물약국,20221130
산책 동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.54686443,126.93265,서울특별시 마포구 창전로 50-1,서울특별시 마포구 구수동 56-8,일반동물병원,20221130
산책 프리미엄펫살롱,반려동물업,반려의료,동물약국,서울특별시,노원구,37.51709236,127.025408,서울특별시 강남구 논현로145길 40-5,서울특별시 강남구 논현동 10-18,사전예약 필수,20221130
산책동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.51541022,126.859609,서울특별시 양천구 목동서로 401,서울특별시 양천구 신정동 324-7,일반동물병원,20221130
산호약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.56275304,127.03345,서울특별시 성동구 왕십리로 328-1,서울특별시 성동구 도선동 253-13,동물약국,20221130
살랑그루밍,반려동물업,반려의료,동물약국,서울특별시,노원구,37.63519653,126.926054,서울특별시 은평구 진관2로 57-37,서울특별시 은평구 진관동 84,강아지미용,20221130
살롱드꽃개,반려동물업,반려의료,동물약국,서울특별시,노원구,37.50775811,126.86131,서울특별시 양천구 목동동로 10,서울특별시 양천구 신정동 325,강아지미용,20221130
살맛나는온누리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.47998448,126.823167,서울특별시 구로구 서해안로 2098,서울특별시 구로구 항동 122,동물약국,20221130
삼거리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.50340211,126.863627,서울특별시 구로구 경인로47길 107,서울특별시 구로구 고척동 51-18,동물약국,20221130
삼기약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.64633482,127.08179,서울특별시 노원구 중계로 120,서울특별시 노원구 중계동 58-64,동물약국,20221130
삼남매약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.52106079,126.934313,서울특별시 영등포구 여의대방로 417,서울특별시 영등포구 여의도동 41-2,동물약국,20221130
삼마네개냥이,반려동물업,반려의료,동물약국,서울특별시,노원구,37.59296999,127.057435,서울특별시 동대문구 이문로9길 8,서울특별시 동대문구 이문동 345-7,강아지용품,20221130
삼색이동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.54606939,126.924895,서울특별시 마포구 독막로20나길 22,서울특별시 마포구 상수동 402,일반동물병원,20221130
삼성건강약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.51673558,127.042065,서울특별시 강남구 선릉로130길 5,서울특별시 강남구 삼성동 1-3,동물약국,20221130
삼성도담약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.51258807,127.050792,서울특별시 강남구 봉은사로 469,서울특별시 강남구 삼성동 49-12,동물약국,20221130
삼성동물병원(서울 강북),반려동물업,반려의료,동물약국,서울특별시,노원구,37.61569432,127.021139,서울특별시 강북구 삼양로19길 25,서울특별시 강북구 미아동 813,일반동물병원,20221130
삼성동물종합병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.65019067,127.035312,서울특별시 도봉구 도봉로 499,서울특별시 도봉구 쌍문동 88-115,일반동물병원,20221130
삼성미술관 Leeum,반려동물업,반려의료,동물약국,서울특별시,노원구,37.53846127,126.999294,서울특별시 용산구 이태원로55길 60-16,서울특별시 용산구 한남동 742-1,미술관,20221130
삼성수약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.51657779,127.101226,서울특별시 송파구 올림픽로35길 123,서울특별시 송파구 신천동 7-29,동물약국,20221130
삼성온누리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.51201518,127.05754,서울특별시 강남구 테헤란로87길 58,서울특별시 강남구 삼성동 159,동물약국,20221130
삼성온누리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.50803818,127.062796,서울특별시 강남구 테헤란로 534,서울특별시 강남구 대치동 946-1,동물약국,20221130
삼성정다운약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.49048263,127.081243,서울특별시 강남구 일원로 37,서울특별시 강남구 일원동 684-1,동물약국,20221130
삼성제일약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.49133763,127.087747,서울특별시 강남구 양재대로55길 7,서울특별시 강남구 일원동 644-4,동물약국,20221130
삼성참약사 약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.50757031,127.05744,서울특별시 강남구 테헤란로 505,서울특별시 강남구 삼성동 157-36,동물약국,20221130
삼성출판박물관,반려동물업,반려의료,동물약국,서울특별시,노원구,37.60869773,126.957076,서울특별시 종로구 비봉길 2-2,서울특별시 종로구 구기동 126-4,박물관,20221130
삼성해든약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.5087063,127.05592,서울특별시 강남구 삼성로 520,서울특별시 강남구 삼성동 156-5,동물약국,20221130
삼양동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.62083549,127.020901,서울특별시 강북구 삼양로 190,서울특별시 강북구 미아동 734-258,일반동물병원,20221130
삼양약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.62484558,127.021076,서울특별시 강북구 솔매로 80,서울특별시 강북구 미아동 773-10,동물약국,20221130
삼육대학교박물관,반려동물업,반려의료,동물약국,서울특별시,노원구,37.64335737,127.10885,서울특별시 노원구 화랑로 815,서울특별시 노원구 공릉동 26-21,박물관,20221130
삼전다정약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.50448673,127.088601,서울특별시 송파구 삼전로 66,서울특별시 송파구 삼전동 7-6,동물약국,20221130
삼주약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.52231551,126.874766,서울특별시 양천구 신목로 86,서울특별시 양천구 신정동 118-20,동물약국,20221130
삼층약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.6034576,127.024541,서울특별시 성북구 동소문로 248,서울특별시 성북구 길음동 1276,동물약국,20221130
삼평약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.4999427,126.931776,서울특별시 동작구 상도로 102,서울특별시 동작구 상도동 320-21,동물약국,20221130
삼화약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.58086205,127.045778,서울특별시 동대문구 왕산로 207,서울특별시 동대문구 청량리동 264,동물약국,20221130
삼화약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.45009704,126.904024,서울특별시 금천구 은행나무로 12-1,서울특별시 금천구 시흥동 905-8,동물약국,20221130
삼화온누리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.62614369,127.026574,서울특별시 강북구 도봉로 196,서울특별시 강북구 미아동 121-19,동물약국,20221130
상계온누리약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.66669198,127.079126,서울특별시 노원구 덕릉로 780,서울특별시 노원구 상계동 1285,동물약국,20221130
상계우리들약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.66170233,127.070637,서울특별시 노원구 한글비석로 416,서울특별시 노원구 상계동 169-330,동물약국,20221130
상도프라자약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.49676179,126.952824,서울특별시 동작구 상도로 356,서울특별시 동작구 상도동 475-6,동물약국,20221130
상도힐링동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.49727723,126.953194,서울특별시 동작구 상도로 353,서울특별시 동작구 상도동 486-7,일반동물병원,20221130
상명대학교박물관,반려동물업,반려의료,동물약국,서울특별시,노원구,37.61058458,126.975762,서울특별시 종로구 평창문화로 151,서울특별시 종로구 평창동 577-7,박물관,20221130
상봉태평양약국,반려동물업,반려의료,동물약국,서울특별시,노원구,37.59477641,127.085653,서울특별시 중랑구 면목로 481,서울특별시 중랑구 상봉동 113-4,동물약국,20221130
상아동물병원,반려동물업,반려의료,동물약국,서울특별시,노원구,37.52467449,126.864382,서울특별시 양천구 목동로 181,서울특별시 양천구 신정동 995-4,일반동물병원,20221130
상아약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.62153479,127.027706,서울특별시 강북구 도봉로 143,서울특별시 강북구 미아동 322-1,동물약국,20221130
상아약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.59497573,127.100268,서울특별시 중랑구 용마산로 494,서울특별시 중랑구 망우동 410-1,동물약국,20221130
상암나무약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.57795288,126.889888,서울특별시 마포구 월드컵북로 381,서울특별시 마포구 상암동 1655,동물약국,20221130
상암동물병원,반려동물업,반려의료,동물약국,서울특별시,금천구,37.57605715,126.894676,서울특별시 마포구 월드컵북로 336,서울특별시 마포구 상암동 34-46,일반동물병원,20221130
상원미술관,반려동물업,반려의료,동물약국,서울특별시,금천구,37.61162836,126.976569,서울특별시 종로구 평창31길 27,서울특별시 종로구 평창동 456-5,미술관,20221130
새건영약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.48221581,127.12635,서울특별시 송파구 새말로8길 6,서울특별시 송파구 문정동 71-2,동물약국,20221130
새고운약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.6197085,127.074643,서울특별시 노원구 동일로 1003,서울특별시 노원구 공릉동 615-21,동물약국,20221130
새독일약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.50112885,127.111389,서울특별시 송파구 송파대로 372,서울특별시 송파구 송파동 97-35,동물약국,20221130
새롬약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.57480668,126.926753,서울특별시 서대문구 증가로 85,서울특별시 서대문구 연희동 608,동물약국,20221130
새명성약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.57040097,126.974115,서울특별시 종로구 새문안로 85,서울특별시 종로구 신문로1가 33,동물약국,20221130
새미래약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.54301724,126.843003,서울특별시 강서구 화곡로 196,서울특별시 강서구 화곡동 109-16,동물약국,20221130
새민우약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.59930283,127.018273,서울특별시 성북구 북악산로 845,서울특별시 성북구 정릉동 1017,동물약국,20221130
새보라매약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.49238847,126.925359,서울특별시 동작구 보라매로5길 5,서울특별시 동작구 신대방동 706,동물약국,20221130
새봄약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.64358757,127.022297,서울특별시 강북구 노해로 87,서울특별시 강북구 수유동 231-1,동물약국,20221130
새봄약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.59676592,126.909211,서울특별시 은평구 은평로 5,서울특별시 은평구 신사동 19-153,동물약국,20221130
새봄약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.5665905,127.024082,서울특별시 성동구 왕십리로 410,서울특별시 성동구 하왕십리동 1070,동물약국,20221130
새봄약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.53607634,127.066019,서울특별시 광진구 뚝섬로 503,서울특별시 광진구 자양동 553-15,동물약국,20221130
새봄약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.52556489,127.026049,서울특별시 강남구 압구정로 152,서울특별시 강남구 신사동 575,동물약국,20221130
새부산약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.61531902,127.052065,서울특별시 성북구 돌곶이로 152,서울특별시 성북구 장위동 75-306,동물약국,20221130
새빛약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.65383103,127.060178,서울특별시 노원구 동일로 1405,서울특별시 노원구 상계동 731-5,동물약국,20221130
새빛약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.55466766,127.154622,서울특별시 강동구 고덕로 262,서울특별시 강동구 명일동 46-2,동물약국,20221130
새서독약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.55850145,127.033306,서울특별시 성동구 행당로 129,서울특별시 성동구 행당동 317-52,동물약국,20221130
새서울약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.61101258,126.918121,서울특별시 은평구 서오릉로 134,서울특별시 은평구 대조동 226-3,동물약국,20221130
새서울약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.58812255,126.944595,서울특별시 서대문구 통일로 441,서울특별시 서대문구 홍제동 173-29,동물약국,20221130
새서울약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.55138449,127.092023,서울특별시 광진구 자양로 288,서울특별시 광진구 구의동 47-19,동물약국,20221130
새서울약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.5634033,126.851432,서울특별시 강서구 양천로57길 9-7,서울특별시 강서구 가양동 1479-10,동물약국,20221130
새서울온누리약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.54928297,126.867407,서울특별시 양천구 공항대로 558,서울특별시 양천구 목동 603-5,동물약국,20221130
새석관약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.60884846,127.058815,서울특별시 성북구 돌곶이로 57,서울특별시 성북구 석관동 266-21,동물약국,20221130
새소망약국,반려동물업,반려의료,동물약국,서울특별시,금천구,37.65422416,127.066977,서울특별시 노원구 노원로 421,서울특별시 노원구 상계동 720-7,동물약국,20221130
